Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date,CTR
51624,Alpha Innovations,Social Media,Women 25-34,15 days,Google Ads,0.02,10022.0,3.18,Chicago,Mandarin,650,7081,9,Outdoor Adventurers,2021-06-08,0.09179494421691851
121774,NexGen Systems,Display,Men 18-24,15 days,Facebook,0.04,11374.0,6.23,New York,English,440,4798,1,Health & Wellness,2021-08-17,0.0917048770320967
31070,TechCorp,Email,Women 25-34,30 days,Instagram,0.14,13977.0,5.59,Houston,French,929,7925,1,Outdoor Adventurers,2021-02-14,0.11722397476340694
152849,NexGen Systems,Search,All Ages,45 days,YouTube,0.13,5644.0,5.56,Chicago,English,635,8257,7,Outdoor Adventurers,2021-10-06,0.07690444471357635
165500,Alpha Innovations,Search,All Ages,15 days,Google Ads,0.05,13852.0,3.32,Houston,Spanish,484,3760,5,Outdoor Adventurers,2021-06-04,0.12872340425531914
134684,Alpha Innovations,Display,All Ages,30 days,Google Ads,0.13,11799.0,3.17,Miami,German,978,8626,5,Foodies,2021-12-30,0.11337815905402272
168490,NexGen Systems,Email,Women 25-34,45 days,Google Ads,0.02,15342.0,2.35,Chicago,Spanish,391,7717,2,Fashionistas,2021-08-13,0.050667357781521316
149024,TechCorp,Search,Men 18-24,60 days,Facebook,0.03,8783.0,4.2,Los Angeles,English,499,5542,8,Fashionistas,2021-04-14,0.09003969686033923
1854,DataTech Solutions,Social Media,Women 35-44,45 days,Email,0.14,5482.0,7.78,Los Angeles,Mandarin,418,8584,7,Tech Enthusiasts,2021-01-29,0.04869524697110904
108865,NexGen Systems,Social Media,Women 35-44,15 days,YouTube,0.14,13318.0,5.51,Houston,Mandarin,695,9595,3,Foodies,2021-04-05,0.07243355914538822
33043,NexGen Systems,Influencer,All Ages,30 days,YouTube,0.04,12008.0,7.47,Los Angeles,English,478,9492,4,Tech Enthusiasts,2021-07-12,0.05035819637589549
103759,Alpha Innovations,Email,Women 35-44,30 days,YouTube,0.1,12232.0,5.55,Miami,Mandarin,644,9678,5,Foodies,2021-04-09,0.06654267410622029
24500,Alpha Innovations,Search,Men 25-34,15 days,Email,0.09,12118.0,6.24,Houston,Spanish,535,1607,6,Foodies,2021-02-14,0.3329184816428127
37184,DataTech Solutions,Social Media,Women 25-34,15 days,Instagram,0.15,11529.0,3.69,Houston,German,743,9112,9,Health & Wellness,2021-11-15,0.08154082528533801
141648,DataTech Solutions,Social Media,Women 35-44,60 days,YouTube,0.12,6903.0,4.6,Houston,German,181,9655,8,Health & Wellness,2021-01-28,0.018746763335059556
93811,NexGen Systems,Display,Women 25-34,45 days,YouTube,0.1,19467.0,7.39,Miami,French,847,4861,7,Health & Wellness,2021-01-06,0.174243982719605
6030,Alpha Innovations,Display,Women 25-34,45 days,YouTube,0.13,5438.0,4.52,Chicago,Mandarin,806,5346,4,Fashionistas,2021-07-09,0.15076692854470633
169151,Alpha Innovations,Social Media,Women 25-34,60 days,Facebook,0.08,5119.0,4.72,Miami,Spanish,246,6845,3,Foodies,2021-06-05,0.03593864134404675
167515,Alpha Innovations,Social Media,Men 25-34,45 days,YouTube,0.07,18184.0,6.89,Chicago,French,155,5711,9,Fashionistas,2021-12-11,0.02714060584836281
126671,NexGen Systems,Social Media,Women 25-34,15 days,Website,0.04,8715.0,3.4,New York,Mandarin,680,2563,3,Foodies,2021-01-16,0.26531408505657433
46602,TechCorp,Email,Men 25-34,45 days,Instagram,0.12,8614.0,5.78,Chicago,French,226,3174,6,Tech Enthusiasts,2021-09-04,0.07120352867044738
147139,TechCorp,Search,Men 25-34,30 days,Instagram,0.06,8189.0,5.85,Chicago,Mandarin,752,1033,3,Foodies,2021-02-13,0.7279767666989352
69086,TechCorp,Social Media,Women 25-34,15 days,Website,0.11,15430.0,4.72,Chicago,English,364,1211,4,Foodies,2021-04-11,0.30057803468208094
188876,Alpha Innovations,Social Media,Men 25-34,15 days,Google Ads,0.12,13881.0,7.37,Miami,German,424,8561,4,Outdoor Adventurers,2021-06-20,0.04952692442471674
138413,NexGen Systems,Influencer,Women 35-44,15 days,YouTube,0.03,12393.0,4.52,Los Angeles,Spanish,277,8693,6,Tech Enthusiasts,2021-03-19,0.03186471873921546
162816,DataTech Solutions,Search,Men 18-24,60 days,Website,0.05,9845.0,6.56,Houston,French,765,1272,9,Foodies,2021-01-26,0.6014150943396226
129242,Alpha Innovations,Display,Women 25-34,45 days,Instagram,0.05,12108.0,3.34,Los Angeles,French,938,4828,7,Outdoor Adventurers,2021-02-01,0.19428334714167358
155996,Alpha Innovations,Influencer,All Ages,45 days,YouTube,0.1,15648.0,7.79,Miami,Spanish,835,2660,1,Foodies,2021-05-21,0.31390977443609025
146736,TechCorp,Display,All Ages,30 days,YouTube,0.11,6296.0,6.77,Houston,French,744,2520,3,Tech Enthusiasts,2021-01-06,0.29523809523809524
155059,Alpha Innovations,Email,Women 35-44,15 days,Website,0.11,6546.0,7.0,Houston,Spanish,471,6330,7,Health & Wellness,2021-10-26,0.07440758293838863
84371,Innovate Industries,Display,Men 18-24,60 days,Facebook,0.15,18780.0,5.88,Chicago,French,797,1752,2,Tech Enthusiasts,2021-02-25,0.4549086757990868
155396,Alpha Innovations,Display,Women 25-34,15 days,Instagram,0.08,13920.0,3.77,Miami,English,345,5401,1,Health & Wellness,2021-09-28,0.06387705980374005
56611,NexGen Systems,Influencer,Men 18-24,15 days,Facebook,0.02,14077.0,5.44,Los Angeles,German,647,4724,8,Tech Enthusiasts,2021-02-05,0.13696020321761218
26147,DataTech Solutions,Influencer,All Ages,30 days,YouTube,0.11,16777.0,7.87,Los Angeles,Spanish,806,3065,6,Foodies,2021-08-20,0.26296900489396413
28419,Alpha Innovations,Search,Men 25-34,15 days,YouTube,0.12,14346.0,7.1,Chicago,Mandarin,101,2587,6,Outdoor Adventurers,2021-11-10,0.03904136064940085
79094,Innovate Industries,Email,Women 25-34,45 days,Google Ads,0.12,14235.0,5.8,Houston,German,572,9698,6,Outdoor Adventurers,2021-09-11,0.058981233243967826
194821,Innovate Industries,Social Media,All Ages,15 days,Website,0.06,6072.0,3.52,Houston,German,861,5802,10,Foodies,2021-10-03,0.1483971044467425
149808,Innovate Industries,Display,Men 18-24,30 days,Instagram,0.1,12591.0,6.18,Miami,French,926,3251,9,Foodies,2021-06-07,0.2848354352506921
45724,TechCorp,Search,Women 25-34,45 days,Google Ads,0.05,10017.0,7.18,New York,German,617,2431,2,Outdoor Adventurers,2021-04-09,0.25380501851090087
184500,DataTech Solutions,Email,Women 25-34,30 days,Website,0.14,16877.0,4.1,Los Angeles,French,321,4422,8,Tech Enthusiasts,2021-06-24,0.07259158751696065
157290,DataTech Solutions,Email,Women 35-44,15 days,Instagram,0.11,10554.0,4.59,New York,English,627,7352,7,Outdoor Adventurers,2021-12-06,0.0852829162132753
10860,TechCorp,Influencer,Women 35-44,15 days,YouTube,0.05,8614.0,5.27,Miami,Mandarin,998,8123,7,Foodies,2021-10-02,0.12286101194140096
128658,Alpha Innovations,Display,Women 25-34,15 days,YouTube,0.07,14893.0,3.03,Chicago,English,704,3344,6,Tech Enthusiasts,2021-06-27,0.21052631578947367
42855,TechCorp,Social Media,Men 18-24,60 days,Google Ads,0.14,8031.0,2.34,Los Angeles,Mandarin,117,7822,9,Fashionistas,2021-05-30,0.014957811301457428
134854,Innovate Industries,Email,Women 35-44,45 days,Facebook,0.12,19946.0,4.55,Chicago,Spanish,853,7619,5,Outdoor Adventurers,2021-06-18,0.11195694973093581
142263,TechCorp,Display,All Ages,15 days,Website,0.03,15785.0,4.72,Miami,German,176,7641,10,Health & Wellness,2021-10-05,0.023033634341054834
49012,Alpha Innovations,Social Media,Men 18-24,60 days,Google Ads,0.15,14892.0,3.8,Miami,Mandarin,847,6291,1,Outdoor Adventurers,2021-04-12,0.13463678270545223
29245,Innovate Industries,Influencer,All Ages,60 days,Email,0.14,15577.0,6.88,New York,Spanish,863,4150,5,Fashionistas,2021-02-14,0.20795180722891565
75584,Innovate Industries,Search,Men 18-24,60 days,Facebook,0.04,16812.0,7.1,Chicago,Mandarin,246,7351,8,Fashionistas,2021-01-29,0.03346483471636512
73844,Innovate Industries,Email,Men 18-24,60 days,Website,0.14,5304.0,3.93,Chicago,Spanish,652,6303,3,Foodies,2021-04-24,0.10344280501348564
97862,Innovate Industries,Influencer,Women 35-44,60 days,Google Ads,0.13,18489.0,7.12,New York,English,642,5638,8,Health & Wellness,2021-02-11,0.11387016672578928
130937,NexGen Systems,Email,Women 35-44,30 days,YouTube,0.05,16178.0,6.08,Houston,German,603,4846,5,Outdoor Adventurers,2021-09-24,0.12443252166735452
47927,Alpha Innovations,Influencer,Men 25-34,45 days,Instagram,0.05,8173.0,4.85,Los Angeles,Spanish,887,2087,9,Tech Enthusiasts,2021-04-22,0.4250119789171059
17311,TechCorp,Social Media,Men 25-34,30 days,Email,0.13,11986.0,7.47,Miami,German,605,1757,8,Health & Wellness,2021-06-05,0.344336937962436
51452,TechCorp,Email,Women 25-34,45 days,Instagram,0.08,13176.0,3.42,Houston,Mandarin,369,3497,3,Tech Enthusiasts,2021-12-18,0.10551901629968545
161760,Alpha Innovations,Social Media,Women 25-34,45 days,YouTube,0.05,9468.0,5.06,Houston,German,497,5803,4,Tech Enthusiasts,2021-03-06,0.0856453558504222
140065,DataTech Solutions,Social Media,Men 25-34,60 days,Instagram,0.03,18107.0,4.21,Houston,Mandarin,652,1314,10,Foodies,2021-09-27,0.4961948249619482
157960,Alpha Innovations,Email,Women 25-34,45 days,Instagram,0.1,6642.0,6.58,Miami,Mandarin,260,4457,4,Health & Wellness,2021-10-07,0.058335203051379854
53621,NexGen Systems,Social Media,Women 35-44,60 days,YouTube,0.01,12632.0,6.78,Chicago,Spanish,582,5506,10,Health & Wellness,2021-11-27,0.10570286959680349
67902,TechCorp,Influencer,Men 25-34,15 days,YouTube,0.01,14379.0,4.86,Chicago,French,782,8210,2,Outdoor Adventurers,2021-01-12,0.09524969549330085
181858,Innovate Industries,Display,All Ages,30 days,Website,0.13,9602.0,4.86,Miami,Mandarin,223,5061,5,Fashionistas,2021-03-29,0.044062438253309626
141983,TechCorp,Search,Men 25-34,60 days,Instagram,0.12,7797.0,2.96,Houston,French,191,7695,6,Tech Enthusiasts,2021-12-29,0.024821312540610787
181491,NexGen Systems,Social Media,Women 35-44,60 days,YouTube,0.1,8157.0,2.37,Chicago,English,425,2222,1,Foodies,2021-03-27,0.19126912691269127
181885,TechCorp,Influencer,Men 25-34,60 days,Instagram,0.13,5700.0,7.17,Miami,German,617,3010,1,Fashionistas,2021-04-25,0.20498338870431893
93379,Innovate Industries,Social Media,Women 25-34,15 days,Website,0.02,12247.0,2.01,Houston,French,509,4406,9,Tech Enthusiasts,2021-10-31,0.11552428506581934
137111,NexGen Systems,Email,All Ages,45 days,Google Ads,0.01,11690.0,7.62,Houston,German,757,1456,1,Health & Wellness,2021-08-24,0.5199175824175825
25354,Alpha Innovations,Influencer,Women 35-44,45 days,Instagram,0.07,9362.0,4.58,Los Angeles,Spanish,259,4877,3,Tech Enthusiasts,2021-06-18,0.053106417879844166
162386,TechCorp,Email,Women 35-44,45 days,YouTube,0.05,10504.0,7.24,Houston,French,306,4547,9,Fashionistas,2021-11-22,0.06729711897954696
38953,Innovate Industries,Search,Women 35-44,15 days,Facebook,0.02,6156.0,4.97,Miami,Spanish,139,2682,7,Outdoor Adventurers,2021-09-20,0.051826994780014915
59478,TechCorp,Display,Men 25-34,60 days,Instagram,0.06,5906.0,4.09,Miami,Mandarin,161,2707,6,Tech Enthusiasts,2021-12-14,0.059475434059844845
143245,TechCorp,Search,Women 35-44,45 days,YouTube,0.04,16820.0,6.23,New York,German,462,3769,3,Tech Enthusiasts,2021-06-14,0.12257893340408596
142792,TechCorp,Social Media,Men 18-24,45 days,Email,0.02,7289.0,3.2,Miami,French,178,6232,5,Foodies,2021-03-18,0.028562259306803596
99578,NexGen Systems,Influencer,Women 25-34,15 days,Facebook,0.01,9504.0,2.54,Chicago,English,984,4237,3,Fashionistas,2021-10-25,0.2322397923058768
38172,Innovate Industries,Email,Women 35-44,60 days,Facebook,0.12,5241.0,7.0,New York,Spanish,575,8503,10,Foodies,2021-07-31,0.06762319181465365
138978,TechCorp,Social Media,Men 25-34,45 days,Instagram,0.01,13760.0,2.89,Chicago,French,571,3441,2,Fashionistas,2021-10-05,0.16594013368206917
104045,Alpha Innovations,Email,All Ages,45 days,Website,0.03,16250.0,2.74,Houston,German,364,3359,5,Fashionistas,2021-01-20,0.10836558499553439
43807,Innovate Industries,Search,Men 25-34,60 days,Facebook,0.1,13363.0,7.43,Miami,Spanish,423,1535,7,Tech Enthusiasts,2021-01-07,0.2755700325732899
78426,Alpha Innovations,Social Media,Women 25-34,15 days,Email,0.11,19688.0,7.53,Houston,Spanish,262,8080,10,Foodies,2021-11-12,0.03242574257425743
108229,Alpha Innovations,Social Media,Women 35-44,15 days,Website,0.13,14663.0,4.4,Houston,Mandarin,970,2371,2,Foodies,2021-07-08,0.40911008013496414
189988,TechCorp,Display,Men 18-24,45 days,YouTube,0.14,19949.0,6.87,Houston,Spanish,719,4283,6,Outdoor Adventurers,2021-07-07,0.16787298622460892
150078,Innovate Industries,Search,Men 25-34,15 days,Instagram,0.07,16630.0,5.95,Chicago,French,879,6179,3,Health & Wellness,2021-03-04,0.14225602848357338
19101,NexGen Systems,Social Media,Women 35-44,60 days,YouTube,0.01,18813.0,4.87,New York,Spanish,927,5665,2,Tech Enthusiasts,2021-05-01,0.16363636363636364
157926,DataTech Solutions,Social Media,Men 25-34,60 days,Facebook,0.11,10922.0,2.71,Chicago,French,336,5218,2,Fashionistas,2021-09-03,0.06439248754311996
136873,Alpha Innovations,Email,Men 25-34,30 days,YouTube,0.05,9731.0,2.56,Houston,Mandarin,340,5174,4,Health & Wellness,2021-12-29,0.06571318129107073
134507,Alpha Innovations,Influencer,Women 35-44,30 days,Facebook,0.07,11086.0,3.48,New York,French,657,8020,1,Fashionistas,2021-07-06,0.08192019950124688
71364,Innovate Industries,Email,Women 35-44,15 days,Facebook,0.02,5471.0,2.67,Miami,English,711,7713,1,Tech Enthusiasts,2021-07-08,0.09218203033838973
123890,DataTech Solutions,Search,Women 25-34,15 days,Facebook,0.08,18920.0,6.81,Miami,French,148,7251,4,Tech Enthusiasts,2021-06-04,0.020410977796166047
87442,TechCorp,Search,Men 25-34,60 days,Instagram,0.06,7118.0,5.75,Chicago,Mandarin,608,8304,6,Health & Wellness,2021-07-26,0.07321772639691715
189052,Innovate Industries,Influencer,Women 35-44,30 days,Google Ads,0.1,8287.0,5.42,Houston,Mandarin,953,5510,10,Tech Enthusiasts,2021-12-13,0.17295825771324863
174161,TechCorp,Display,Women 35-44,15 days,Email,0.12,9081.0,4.22,Houston,Mandarin,897,8926,9,Health & Wellness,2021-02-25,0.10049294196728657
147164,NexGen Systems,Search,All Ages,30 days,Facebook,0.13,16386.0,5.12,Houston,English,605,3222,5,Tech Enthusiasts,2021-03-10,0.1877715704531347
118765,TechCorp,Display,Men 25-34,30 days,Website,0.02,19036.0,4.27,New York,French,326,5944,3,Outdoor Adventurers,2021-05-20,0.05484522207267833
159190,Innovate Industries,Social Media,Women 25-34,15 days,Instagram,0.03,13989.0,4.26,Miami,Mandarin,904,1643,10,Health & Wellness,2021-02-19,0.5502130249543518
4190,NexGen Systems,Search,Men 18-24,60 days,Facebook,0.05,19452.0,4.48,Miami,English,445,3133,2,Foodies,2021-06-24,0.14203638684966485
13067,Innovate Industries,Search,Men 18-24,15 days,Instagram,0.12,15145.0,7.29,New York,Spanish,183,4472,8,Foodies,2021-10-19,0.04092128801431127
199798,Innovate Industries,Display,All Ages,30 days,Website,0.11,18417.0,6.7,Chicago,French,724,7043,8,Outdoor Adventurers,2021-05-23,0.10279710350702825
69039,Alpha Innovations,Email,All Ages,60 days,Instagram,0.04,7797.0,6.04,Los Angeles,German,170,2710,5,Outdoor Adventurers,2021-02-23,0.06273062730627306
65508,TechCorp,Social Media,Women 25-34,30 days,Instagram,0.1,10991.0,2.16,Los Angeles,Mandarin,706,9340,4,Health & Wellness,2021-06-22,0.07558886509635974
20469,TechCorp,Display,Men 18-24,15 days,Email,0.09,8226.0,4.69,Houston,Spanish,538,2968,8,Outdoor Adventurers,2021-01-29,0.18126684636118598
49852,TechCorp,Email,Men 18-24,45 days,Website,0.02,18960.0,6.29,Chicago,English,930,3540,10,Outdoor Adventurers,2021-07-31,0.2627118644067797
46885,NexGen Systems,Social Media,All Ages,60 days,Facebook,0.02,12249.0,3.71,Chicago,English,746,3898,1,Foodies,2021-06-14,0.1913801949717804
177339,Innovate Industries,Display,Women 25-34,60 days,Instagram,0.11,18159.0,5.01,New York,English,770,5839,7,Foodies,2021-11-10,0.1318718958725809
60001,Alpha Innovations,Search,All Ages,45 days,Instagram,0.11,11256.0,2.57,Los Angeles,Spanish,330,1608,6,Health & Wellness,2021-05-21,0.20522388059701493
67590,NexGen Systems,Search,All Ages,45 days,Website,0.12,11298.0,6.92,New York,German,144,4572,2,Foodies,2021-03-06,0.031496062992125984
198521,Innovate Industries,Display,Men 18-24,30 days,YouTube,0.13,15553.0,2.64,New York,Spanish,508,6120,9,Foodies,2021-11-22,0.08300653594771241
93430,NexGen Systems,Display,Men 18-24,30 days,Instagram,0.08,8728.0,7.33,Miami,Spanish,348,9820,7,Foodies,2021-12-21,0.03543788187372709
156323,DataTech Solutions,Search,Men 18-24,60 days,Website,0.03,6528.0,6.64,Chicago,English,628,1868,3,Health & Wellness,2021-04-13,0.3361884368308351
60686,TechCorp,Search,Women 35-44,60 days,Email,0.08,12356.0,5.92,Houston,Mandarin,360,3745,3,Outdoor Adventurers,2021-04-06,0.09612817089452604
55961,Innovate Industries,Influencer,Men 18-24,60 days,YouTube,0.03,16494.0,2.42,New York,English,649,3918,3,Fashionistas,2021-04-26,0.16564573762123533
161639,DataTech Solutions,Social Media,Men 25-34,30 days,Website,0.07,9983.0,4.34,Miami,Mandarin,328,2355,5,Foodies,2021-11-05,0.13927813163481953
156958,TechCorp,Influencer,Men 18-24,30 days,Email,0.14,10065.0,3.75,Miami,French,383,6044,1,Tech Enthusiasts,2021-01-08,0.06336863004632694
125750,DataTech Solutions,Influencer,Men 18-24,15 days,Facebook,0.06,9620.0,5.21,Miami,German,666,1706,10,Fashionistas,2021-07-09,0.3903868698710434
96289,Innovate Industries,Display,Women 35-44,45 days,Google Ads,0.01,6767.0,5.49,Los Angeles,English,795,9399,5,Tech Enthusiasts,2021-10-21,0.08458346632620492
188209,TechCorp,Display,Men 18-24,15 days,Email,0.13,8716.0,2.2,Miami,Mandarin,943,7076,1,Outdoor Adventurers,2021-08-22,0.13326738270209157
39437,Alpha Innovations,Influencer,Men 25-34,15 days,Email,0.05,12830.0,7.68,Miami,English,282,1480,6,Health & Wellness,2021-01-17,0.19054054054054054
29850,TechCorp,Search,Men 18-24,60 days,Facebook,0.1,19337.0,6.61,Houston,French,702,4428,2,Tech Enthusiasts,2021-10-12,0.15853658536585366
78308,Alpha Innovations,Social Media,Men 18-24,15 days,Email,0.04,10051.0,2.14,New York,Spanish,237,5712,5,Outdoor Adventurers,2021-07-17,0.04149159663865546
107696,Innovate Industries,Email,Women 25-34,30 days,Google Ads,0.06,13253.0,7.17,Miami,Mandarin,624,4600,10,Fashionistas,2021-01-21,0.1356521739130435
62419,NexGen Systems,Search,Women 25-34,15 days,Email,0.07,6843.0,6.35,Miami,French,340,9561,8,Tech Enthusiasts,2021-01-04,0.03556113377261793
83228,TechCorp,Email,Women 25-34,30 days,Facebook,0.11,5571.0,3.76,Houston,Spanish,548,5674,5,Tech Enthusiasts,2021-01-08,0.09658089531194924
192729,Innovate Industries,Search,Men 18-24,30 days,Instagram,0.06,11658.0,7.21,New York,French,565,2594,4,Foodies,2021-01-09,0.21781033153430995
78563,Innovate Industries,Email,Men 25-34,30 days,Facebook,0.07,10399.0,2.87,Miami,Mandarin,608,1163,3,Fashionistas,2021-03-29,0.5227858985382631
149500,NexGen Systems,Influencer,All Ages,15 days,YouTube,0.1,12454.0,3.73,Houston,Spanish,179,5005,6,Tech Enthusiasts,2021-08-03,0.03576423576423576
155602,Innovate Industries,Search,All Ages,30 days,Instagram,0.06,13837.0,7.53,Chicago,French,133,2001,5,Health & Wellness,2021-04-22,0.06646676661669165
170548,Alpha Innovations,Email,Women 35-44,15 days,Email,0.14,10971.0,6.01,Houston,English,436,7979,5,Health & Wellness,2021-04-03,0.05464343902744705
96797,DataTech Solutions,Social Media,Men 18-24,45 days,Email,0.09,5385.0,6.79,New York,Mandarin,261,8251,9,Health & Wellness,2021-03-13,0.031632529390376925
96424,DataTech Solutions,Email,Women 25-34,30 days,Google Ads,0.12,18682.0,4.49,Los Angeles,French,487,3485,9,Tech Enthusiasts,2021-03-05,0.13974175035868006
40552,NexGen Systems,Email,Men 18-24,60 days,Website,0.08,10023.0,4.99,Houston,French,821,2829,7,Tech Enthusiasts,2021-02-06,0.29020855425945563
109058,NexGen Systems,Search,Men 25-34,15 days,Google Ads,0.14,19984.0,3.93,Miami,Spanish,705,6809,10,Outdoor Adventurers,2021-10-15,0.1035394331032457
26482,NexGen Systems,Search,Women 25-34,60 days,Google Ads,0.06,5710.0,6.06,Houston,French,428,2364,2,Health & Wellness,2021-07-21,0.18104906937394247
76092,NexGen Systems,Display,Men 25-34,45 days,Website,0.15,19041.0,3.13,Miami,French,402,7317,10,Foodies,2021-06-21,0.05494054940549405
106639,DataTech Solutions,Influencer,Women 25-34,15 days,YouTube,0.02,14020.0,7.21,Miami,German,725,9091,8,Health & Wellness,2021-02-28,0.07974920250797492
